NCM,NCM_DESCRICAO_ORIGINAL,NCM_DESCRICAO_HIERARQUICA
31031100,"-- Que contenham, em peso, 35 % ou mais de pentóxido de difósforo (P2O5)","Adubos (fertilizantes) - Que contenham, em peso, 35 % ou mais de pentóxido de difósforo (P2O5)"
31031900,-- Outros,Adubos (fertilizantes) - Outros
31039011,"Que contenha, em peso, 46 % ou menos de pentóxido de difósforo (P2O5)","Que contenha, em peso, 46 % ou menos de pentóxido de difósforo (P2O5)"
31039019,Outros,Adubos (fertilizantes) - Outros
31039090,Outros,Adubos (fertilizantes) - Outros
31042010,"Que contenha, em peso, 60 % ou menos de óxido de potássio (K2O)","Que contenha, em peso, 60 % ou menos de óxido de potássio (K2O)"
31042090,Outros,Adubos (fertilizantes) - Outros
31043010,"Que contenha, em peso, 52 % ou menos de óxido de potássio (K2O)","Que contenha, em peso, 52 % ou menos de óxido de potássio (K2O)"
31043090,Outros,Adubos (fertilizantes) - Outros
31049010,"Sulfato duplo de potássio e magnésio, que contenha, em peso, 30 % ou mais de óxido de potássio (K2O)","Sulfato duplo de potássio e magnésio, que contenha, em peso, 30 % ou mais de óxido de potássio (K2O)"
31049090,Outros,Adubos (fertilizantes) - Outros
31051000,"- Produtos do presente Capítulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens de peso bruto não superior a 10 kg","Adubos (fertilizantes) - Produtos do presente Capítulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens de peso bruto não superior a 10 kg"
31051000,"Nitrato de sódio com teor de nitrogênio superior a 16,3% em peso","Nitrato de sódio com teor de nitrogênio superior a 16,3% em peso"
31051000,Cianamida cálcica com teor de nitrogênio superior a 25% em peso,Cianamida cálcica com teor de nitrogênio superior a 25% em peso
31051000,Sulfato de potássio com teor de óxido de potássio (K2O) superior a 52% em peso,Sulfato de potássio com teor de óxido de potássio (K2O) superior a 52% em peso
31051000,Sulfato duplo de magnésio e potássio com teor de óxido de potássio (K2O) com teor superior a 30% em peso,Sulfato duplo de magnésio e potássio com teor de óxido de potássio (K2O) com teor superior a 30% em peso
31052000,"- Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio","Adubos (fertilizantes) - Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio"
31053000,- Hidrogeno-ortofosfato de diamônio (fosfato de diamônio ou diamoniacal),Adubos (fertilizantes) - Hidrogeno-ortofosfato de diamônio (fosfato de diamônio ou diamoniacal)
31054000,"- Di-hidrogeno-ortofosfato de amônio (fosfato de monoamônio ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato de diamônio ou diamoniacal)","Adubos (fertilizantes) - Di-hidrogeno-ortofosfato de amônio (fosfato de monoamônio ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato de diamônio ou diamoniacal)"
31055100,-- Que contenham nitratos e fosfatos,Adubos (fertilizantes) - Que contenham nitratos e fosfatos
31055900,-- Outros,Adubos (fertilizantes) - Outros
31056000,"- Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio","Adubos (fertilizantes) - Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio"
31059011,"Que contenha, em peso, 15 % ou menos de nitrogênio (azoto) e 15 % ou menos de óxido de potássio (K2O)","Que contenha, em peso, 15 % ou menos de nitrogênio (azoto) e 15 % ou menos de óxido de potássio (K2O)"
31059019,Outros,Adubos (fertilizantes) - Outros
31059090,Outros,Adubos (fertilizantes) - Outros
32011000,- Extrato de quebracho,Extratos tanantes e tintoriais - Extrato de quebracho
32012000,- Extrato de mimosa,Extratos tanantes e tintoriais - Extrato de mimosa
32019011,De gambir,Extratos tanantes e tintoriais - De gambir
32019012,De carvalho ou de castanheiro,Extratos tanantes e tintoriais - De carvalho ou de castanheiro
32019019,Outros,Extratos tanantes e tintoriais - Outros
32019020,Taninos,Extratos tanantes e tintoriais - Taninos
32019090,Outros,Extratos tanantes e tintoriais - Outros
32021000,- Produtos tanantes orgânicos sintéticos,Extratos tanantes e tintoriais - Produtos tanantes orgânicos sintéticos
32029011,À base de sais de cromo,Extratos tanantes e tintoriais - À base de sais de cromo
32029012,À base de sais de titânio,Extratos tanantes e tintoriais - À base de sais de titânio
32029013,À base de sais de zircônio,Extratos tanantes e tintoriais - À base de sais de zircônio
32029019,Outros,Extratos tanantes e tintoriais - Outros
32029021,À base de compostos de cromo,Extratos tanantes e tintoriais - À base de compostos de cromo
32029029,Outros,Extratos tanantes e tintoriais - Outros
32029030,Preparações enzimáticas para a pré-curtimenta,Extratos tanantes e tintoriais - Preparações enzimáticas para a pré-curtimenta
32030011,Hemateína,Extratos tanantes e tintoriais - Hemateína
32030012,Fisetina,Extratos tanantes e tintoriais - Fisetina
32030013,Morina,Extratos tanantes e tintoriais - Morina
32030019,Outras,Extratos tanantes e tintoriais - Outras
32030021,Carmim de cochonilha,Extratos tanantes e tintoriais - Carmim de cochonilha
32030029,Outras,Extratos tanantes e tintoriais - Outras
32030030,"Preparações indicadas na Nota 3 do presente Capítulo, à base de matérias corantes de origem vegetal ou animal","Preparações indicadas na Nota 3 do presente Capítulo, à base de matérias corantes de origem vegetal ou animal"
32041100,-- Corantes dispersos e preparações à base desses corantes,Extratos tanantes e tintoriais - Corantes dispersos e preparações à base desses corantes
32041210,"Corantes ácidos, mesmo metalizados, e preparações à base desses corantes","Corantes ácidos, mesmo metalizados, e preparações à base desses corantes"
32041220,Corantes mordentes e preparações à base desses corantes,Corantes mordentes e preparações à base desses corantes
32041300,-- Corantes básicos e preparações à base desses corantes,Extratos tanantes e tintoriais - Corantes básicos e preparações à base desses corantes
32041400,-- Corantes diretos e preparações à base desses corantes,Extratos tanantes e tintoriais - Corantes diretos e preparações à base desses corantes
32041510,Indigo blue segundo Colour Index 73000,Extratos tanantes e tintoriais - Indigo blue segundo Colour Index 73000
32041520,Dibenzantrona,Extratos tanantes e tintoriais - Dibenzantrona
32041530,"12,12-Dimetoxidibenzantrona","Extratos tanantes e tintoriais - 12,12-Dimetoxidibenzantrona"
32041590,Outros,Extratos tanantes e tintoriais - Outros
32041600,-- Corantes reagentes e preparações à base desses corantes,Extratos tanantes e tintoriais - Corantes reagentes e preparações à base desses corantes
32041700,-- Pigmentos e preparações à base desses pigmentos,Extratos tanantes e tintoriais - Pigmentos e preparações à base desses pigmentos
32041810,Carotenoides,Extratos tanantes e tintoriais - Carotenoides
32041820,"Preparações que contenham beta-caroteno, ésteres metílico ou etílico do ácido 8'-apo-beta carotenoico ou cantaxantina, com óleos vegetais, amido, gelatina, sacarose ou dextrina, próprias para colorir alimentos","Preparações que contenham beta-caroteno, ésteres metílico ou etílico do ácido 8'-apo-beta carotenoico ou cantaxantina, com óleos vegetais, amido, gelatina, sacarose ou dextrina, próprias para colorir alimentos"
32041830,Outras preparações próprias para colorir alimentos,Extratos tanantes e tintoriais - Outras preparações próprias para colorir alimentos
32041890,Outras,Extratos tanantes e tintoriais - Outras
32041920,Corantes solúveis em solventes (corantes solventes),Corantes solúveis em solventes (corantes solventes)
32041930,Corantes azoicos,Extratos tanantes e tintoriais - Corantes azoicos
32041990,Outras,Extratos tanantes e tintoriais - Outras
32042011,"Derivados do ácido 4,4-bis-(1,3,5)triazinil-6-aminoestilbeno-2,2-dissulfônico","Derivados do ácido 4,4-bis-(1,3,5)triazinil-6-aminoestilbeno-2,2-dissulfônico"
32042019,Outros,Extratos tanantes e tintoriais - Outros
32042090,Outros,Extratos tanantes e tintoriais - Outros
32049000,- Outros,Extratos tanantes e tintoriais - Outros
32050000,"Lacas corantes; preparações indicadas na Nota 3 do presente Capítulo, à base de lacas corantes.","Lacas corantes; preparações indicadas na Nota 3 do presente Capítulo, à base de lacas corantes."
32061110,Pigmentos tipo rutilo,Extratos tanantes e tintoriais - Pigmentos tipo rutilo
32061120,Outros pigmentos,Extratos tanantes e tintoriais - Outros pigmentos
32061130,Preparações,Extratos tanantes e tintoriais - Preparações
32061910,Pigmento constituído por mica revestida com película de dióxido de titânio,Pigmento constituído por mica revestida com película de dióxido de titânio
32061990,Outros,Extratos tanantes e tintoriais - Outros
32062000,- Pigmentos e preparações à base de compostos de cromo,Extratos tanantes e tintoriais - Pigmentos e preparações à base de compostos de cromo
32064100,-- Ultramar e suas preparações,Extratos tanantes e tintoriais - Ultramar e suas preparações
32064210,Litopônio,Extratos tanantes e tintoriais - Litopônio
32064290,Outros,Extratos tanantes e tintoriais - Outros
32064910,Pigmentos e preparações à base de compostos de cádmio,Pigmentos e preparações à base de compostos de cádmio
32064920,Pigmentos e preparações à base de hexacianoferratos (ferrocianetos e ferricianetos),Pigmentos e preparações à base de hexacianoferratos (ferrocianetos e ferricianetos)
32064990,Outras,Extratos tanantes e tintoriais - Outras
32065011,Halofosfatos de cálcio ou de estrôncio,Extratos tanantes e tintoriais - Halofosfatos de cálcio ou de estrôncio
32065019,Outros,Extratos tanantes e tintoriais - Outros
32065021,Halofosfatos de cálcio ou de estrôncio,Extratos tanantes e tintoriais - Halofosfatos de cálcio ou de estrôncio
32065029,Outros,Extratos tanantes e tintoriais - Outros
32071020,"Suspensão de pigmentos em solventes orgânicos, do tipo utilizado em impressoras de jato de tinta para decoração de superfícies cerâmicas por cozimento","Suspensão de pigmentos em solventes orgânicos, do tipo utilizado em impressoras de jato de tinta para decoração de superfícies cerâmicas por cozimento"
32071030,"Outros, à base de zircônio ou de seus sais","Extratos tanantes e tintoriais - Outros, à base de zircônio ou de seus sais"
32071090,Outros,Extratos tanantes e tintoriais - Outros
32072010,Engobos,Extratos tanantes e tintoriais - Engobos
32072091,"Com um teor, em peso, de prata igual ou superior a 25 % ou de bismuto igual ou superior a 40 %,
do tipo utilizado na fabricação de circuitos impressos","Com um teor, em peso, de prata igual ou superior a 25 % ou de bismuto igual ou superior a 40 %,
do tipo utilizado na fabricação de circuitos impressos"
32072099,Outras,Extratos tanantes e tintoriais - Outras
32073000,- Polimentos (Esmaltes metálicos*) líquidos e preparações semelhantes,Extratos tanantes e tintoriais - Polimentos (Esmaltes metálicos*) líquidos e preparações semelhantes
32074010,Fritas de vidro,Extratos tanantes e tintoriais - Fritas de vidro
32074090,Outros,Extratos tanantes e tintoriais - Outros
32081010,Tintas,Extratos tanantes e tintoriais - Tintas
32081020,Vernizes,Extratos tanantes e tintoriais - Vernizes
32081030,Soluções definidas na Nota 4 do presente Capítulo,Extratos tanantes e tintoriais - Soluções definidas na Nota 4 do presente Capítulo
32082011,"À base de polímeros acrílicos, apresentadas em sortidos definidos na Nota 3 da Seção VI, do tipo
utilizado para a fabricação de circuitos impressos","À base de polímeros acrílicos, apresentadas em sortidos definidos na Nota 3 da Seção VI, do tipo
utilizado para a fabricação de circuitos impressos"
32082019,Outras,Extratos tanantes e tintoriais - Outras
32082020,Vernizes,Extratos tanantes e tintoriais - Vernizes
32082030,Soluções definidas na Nota 4 do presente Capítulo,Extratos tanantes e tintoriais - Soluções definidas na Nota 4 do presente Capítulo
32089010,Tintas,Extratos tanantes e tintoriais - Tintas
32089021,À base de derivados de celulose,Extratos tanantes e tintoriais - À base de derivados de celulose
32089029,Outros,Extratos tanantes e tintoriais - Outros
32089031,De silicones,Extratos tanantes e tintoriais - De silicones
32089039,Outras,Extratos tanantes e tintoriais - Outras
32091010,Tintas,Extratos tanantes e tintoriais - Tintas
32091020,Vernizes,Extratos tanantes e tintoriais - Vernizes
32099011,À base de politetrafluoretileno,Extratos tanantes e tintoriais - À base de politetrafluoretileno
32099019,Outras,Extratos tanantes e tintoriais - Outras
32099020,Vernizes,Extratos tanantes e tintoriais - Vernizes
32100010,Tintas,Extratos tanantes e tintoriais - Tintas
32100020,Vernizes,Extratos tanantes e tintoriais - Vernizes
32100030,"Pigmentos a água preparados, do tipo utilizado para acabamento de couros","Pigmentos a água preparados, do tipo utilizado para acabamento de couros"
32110000,Secantes preparados.,Extratos tanantes e tintoriais - Secantes preparados.
32121000,- Folhas para marcar a ferro,Extratos tanantes e tintoriais - Folhas para marcar a ferro
32129010,"Alumínio em pó ou em lamelas, empastado com solvente do tipo hidrocarbonetos, com um teor de alumínio igual ou superior a 60 %, em peso","Alumínio em pó ou em lamelas, empastado com solvente do tipo hidrocarbonetos, com um teor de alumínio igual ou superior a 60 %, em peso"
32129090,Outros,Extratos tanantes e tintoriais - Outros
32131000,- Cores em sortidos,Extratos tanantes e tintoriais - Cores em sortidos
32139000,- Outras,Extratos tanantes e tintoriais - Outras
32141010,"Mástique de vidraceiro, cimentos de resina e outras mástiques","Mástique de vidraceiro, cimentos de resina e outras mástiques"
32141020,Indutos utilizados em pintura,Extratos tanantes e tintoriais - Indutos utilizados em pintura
32149000,- Outros,Extratos tanantes e tintoriais - Outros
32151100,-- Pretas,Extratos tanantes e tintoriais - Pretas
32151900,-- Outras,Extratos tanantes e tintoriais - Outras
32159000,- Outras,Extratos tanantes e tintoriais - Outras
33011210,De petit grain,Óleos essenciais e produtos de perfumaria - De petit grain
33011290,Outros,Óleos essenciais e produtos de perfumaria - Outros
33011300,-- De limão,Óleos essenciais e produtos de perfumaria - De limão
33011910,De lima,Óleos essenciais e produtos de perfumaria - De lima
33011990,Outros,Óleos essenciais e produtos de perfumaria - Outros
33012400,-- De hortelã-pimenta (Mentha piperita),Óleos essenciais e produtos de perfumaria - De hortelã-pimenta (Mentha piperita)
33012510,De menta japonesa (Mentha arvensis),De menta japonesa (Mentha arvensis)
33012520,De mentha spearmint (Mentha viridis L.),De mentha spearmint (Mentha viridis L.)
33012590,Outros,Óleos essenciais e produtos de perfumaria - Outros
33012911,De citronela,Óleos essenciais e produtos de perfumaria - De citronela
33012912,De cedro,Óleos essenciais e produtos de perfumaria - De cedro
33012913,De pau-santo (Bulnesia sarmientoi),De pau-santo (Bulnesia sarmientoi)
33012914,De lemongrass,Óleos essenciais e produtos de perfumaria - De lemongrass
33012915,De pau-rosa,Óleos essenciais e produtos de perfumaria - De pau-rosa
33012916,De palma rosa,Óleos essenciais e produtos de perfumaria - De palma rosa
33012917,De coriandro,Óleos essenciais e produtos de perfumaria - De coriandro
33012918,De cabreúva,Óleos essenciais e produtos de perfumaria - De cabreúva
33012919,De eucalipto,Óleos essenciais e produtos de perfumaria - De eucalipto
33012921,De alfazema ou lavanda,Óleos essenciais e produtos de perfumaria - De alfazema ou lavanda
33012922,De vetiver,Óleos essenciais e produtos de perfumaria - De vetiver
